film_title,imdb_id,url,imdbRating,budget,release_day,release_month,release_year,duration_minutes,main_spoken_language,total_number_of_spoken_languages,total_number_of_genres,genre_action,genre_adventure,genre_animation,genre_biography,genre_comedy,genre_crime,genre_documentary,genre_drama,genre_family,genre_fantasy,genre_filmnoir,genre_history,genre_horror,genre_music,genre_musical,genre_mystery,genre_realitytv,genre_romance,genre_scifi,genre_shortfilm,genre_sport,genre_thriller,genre_war,genre_western,main_actor1_name,main_actor1_is_female,main_actor1_known_for,main_actor1_star_meter,main_actor2_name,main_actor2_is_female,main_actor2_known_for,main_actor2_star_meter,main_actor3_name,main_actor3_is_female,main_actor3_known_for,main_actor3_star_meter,total_number_of_actors,main_director_name,main_director_is_female,total_number_of_directors,main_producer_name,total_number_of_producers,editor_name,main_production_company,total_number_of_production_companies,main_production_country,total_number_of_production_countries
Need for Speed,tt2369135,http://www.imdb.com/title/tt2369135/,7.3,66000000,13,3,2014,130,English,1,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aaron Paul,0,Need for Speed (2014),696,Dominic Cooper,0,"b""The Devils Double (2011)""",1420,Imogen Poots,1,Green Room (2015),579,46,Scott Waugh,0,1,Mark Sourian,3,Paul Rubell,DreamWorks SKG,6,Philippines,4
Needful Things,tt0107665,http://www.imdb.com/title/tt0107665/,6.1,,27,8,1993,120,English,1,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Max von Sydow,0,Minority Report (2002),2989,Ed Harris,0,The Truman Show (1998),1414,Bonnie Bedelia,1,Presumed Innocent (1990),2609,28,Fraser Clarke Heston,0,1,Jack Cummins,1,Rob Kobrin,New Line Cinema,2,United States of America,1
NetForce,tt0158423,http://www.imdb.com/title/tt0158423/,5.1,,1,2,1999,154,English,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Scott Bakula,0,Quantum Leap (1989),1776,Joanna Going,1,Wyatt Earp (1994),5207,Xander Berkeley,0,Gattaca (1997),3509,8,Robert Lieberman,0,1,none,0,none,Greengrass Productions,2,United States of America,1
Network,tt0074958,http://www.imdb.com/title/tt0074958/,8.2,3800000,1,11,1976,121,English,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Faye Dunaway,1,Bonnie and Clyde (1967),1941,William Holden,0,The Way (I) (2010),361520,Peter Finch,0,Network (1976),4580,23,Sidney Lumet,1,1,Fred C. Caruso,2,Alan Heim,United Artists,2,United States of America,1
Nevada Smith,tt0060748,http://www.imdb.com/title/tt0060748/,6.9,,10,6,1966,128,English,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Steve McQueen,0,The Great Escape (1963),2120,Karl Malden,0,On the Waterfront (1954),7748,Brian Keith,0,Moonraker (1979),265367,34,Henry Hathaway,0,1,Henry Hathaway,1,none,Paramount Pictures,3,United States of America,1
Never Back Down,tt1023111,http://www.imdb.com/title/tt1023111/,6.6,20000000,4,3,2008,115,English,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Sean Faris,0,Never Back Down (2008),2501,Amber Heard,1,The Rum Diary (2011),150,Cam Gigandet,0,Twilight (I) (2008),2161,10,Jeff Wadlow,0,1,Craig Baumgarten,2,Victor Du Bois,Summit Entertainment,3,United States of America,1
Never Been Kissed,tt0151738,http://www.imdb.com/title/tt0151738/,6,25000000,9,4,1999,107,English,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Drew Barrymore,1,Never Been Kissed (1999),754,David Arquette,0,Scream 3 (2000),3671,Michael Vartan,0,Alias (2001),3608,23,Raja Gosnell,0,1,Sandy Isaac,2,Debra Chiate,Fox 2000 Pictures,4,United States of America,1
Never Say Never Again,tt0086006,http://www.imdb.com/title/tt0086006/,6.2,36000000,7,10,1983,134,English,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Sean Connery,0,The Rock (1996),517,Kim Basinger,1,L.A. Confidential (1997),1312,Klaus Maria Brandauer,0,Never Say Never Again (1983),16203,37,Irvin Kershner,0,1,Jack Schwartzman,1,none,PSO International,3,Germany,3
Never Sleep Again: The Elm Street Legacy,tt1510985,http://www.imdb.com/title/tt1510985/,8.7,,4,5,2010,240,English,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Heather Langenkamp,1,A Nightmare on Elm Street (1984),3955,Robert Englund,0,A Nightmare on Elm Street (1984),2403,Wes Craven,0,A Nightmare on Elm Street (1984),3104,23,Andrew Kasch,0,2,none,0,none,none,0,United States of America,1
New Jack City,tt0102526,http://www.imdb.com/title/tt0102526/,6.5,8500000,8,3,1991,97,English,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Wesley Snipes,0,Blade (1998),1648,Ice-T,0,New Jack City (1991),5296,Allen Payne,0,New Jack City (1991),16361,27,Mario Van Peebles,0,1,Doug McHenry,1,Steven Kemper,Warner Bros.,3,United States of America,1
New Nightmare,tt0111686,http://www.imdb.com/title/tt0111686/,6.4,14000000,13,10,1994,112,English,1,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Heather Langenkamp,1,A Nightmare on Elm Street (1984),3955,Robert Englund,0,A Nightmare on Elm Street (1984),2403,Miko Hughes,0,Mercury Rising (1998),2137,42,Wes Craven,0,1,Marianne Maddalena,1,Patrick Lussier,New Line Cinema,1,United States of America,1
New Rose Hotel,tt0133122,http://www.imdb.com/title/tt0133122/,4.7,,5,9,1998,93,日本語,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Christopher Walken,0,The Deer Hunter (1978),1366,Willem Dafoe,0,Spider-Man (2002),1243,Asia Argento,1,Land of the Dead (2005),526,8,Abel Ferrara,0,1,none,0,none,Quadra Entertainment,2,United States of America,1
New Years Eve,tt1598822,http://www.imdb.com/title/tt1598822/,5.6,56000000,8,12,2011,118,English,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Robert De Niro,0,Raging Bull (1980),379,Katherine Heigl,1,One for the Money (2012),564,Ashton Kutcher,0,"b""That 70s Show (1998)""",1199,35,Garry Marshall,0,1,none,0,none,New Line Cinema,1,United States of America,1
New York Stories,tt0097965,http://www.imdb.com/title/tt0097965/,6.4,15000000,10,3,1989,124,English,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Woody Allen,0,Manhattan (1979),1238,Marvin Chatinover,0,Zelig (1983),458025,Mae Questel,1,"b""National Lampoons Christmas Vacation (1989)""",24743,21,Francis Ford Coppola,0,3,none,0,Susan E. Morse,Touchstone Pictures,1,United States of America,1
Newsfront,tt0077986,http://www.imdb.com/title/tt0077986/,7.1,,29,7,1978,110,English,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Bill Hunter,0,The Last Five Years (2014),3963532,Wendy Hughes,1,Return to Eden (1983),10116,Gerard Kennedy,0,Division 4 (1969),63408,8,Phillip Noyce,0,1,none,0,none,none,0,Australia,1
Newsies,tt0104990,http://www.imdb.com/title/tt0104990/,6.9,15000000,10,4,1992,121,English,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Christian Bale,0,The Dark Knight (2008),49,Bill Pullman,0,Independence Day (1996),811,Ann-Margret,1,Grumpy Old Men (1993),970,12,Kenny Ortega,0,1,none,0,none,Walt Disney Pictures,2,United States of America,1
Next,tt0435705,http://www.imdb.com/title/tt0435705/,6.2,70000000,24,4,2007,96,English,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Nicolas Cage,0,Face/Off (1997),133,Julianne Moore,1,The Hours (2002),787,Jessica Biel,1,The Illusionist (2006),186,30,Lee Tamahori,0,1,Norman Golightly,5,Christian Wagner,Paramount Pictures,5,United States of America,1
Niagara,tt0046126,http://www.imdb.com/title/tt0046126/,7.1,1250000,21,1,1953,92,English,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Marilyn Monroe,1,Some Like It Hot (1959),2040,Joseph Cotten,0,Citizen Kane (1941),10678,Jean Peters,1,Niagara (1953),12610,27,Henry Hathaway,0,1,Charles Brackett,1,Barbara McLean,Twentieth Century Fox Film Corporation,1,United States of America,1
Nick and Norahs Infinite Playlist,tt0981227,http://www.imdb.com/title/tt0981227/,6.7,9000000,3,10,2008,89,English,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Michael Cera,0,Superbad (2007),1045,Kat Dennings,1,"b""Nick and Norahs Infinite Playlist (2008)""",702,Aaron Yoo,0,21 (2008),9097,23,Peter Sollett,0,1,Chris Weitz,6,Myron I. Kerstein,Columbia Pictures,4,United States of America,1
Nickelodeon,tt0074964,http://www.imdb.com/title/tt0074964/,6.3,9000000,21,12,1976,121,English,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ryan ONeal,0,Paper Moon (1973),4841,Burt Reynolds,0,Boogie Nights (1997),308,Tatum ONeal,1,Paper Moon (1973),4072,35,Peter Bogdanovich,0,1,Robert Chartoff,3,William C. Carruth,Columbia Pictures Corporation,3,United Kingdom,2
Night and the City,tt0105001,http://www.imdb.com/title/tt0105001/,5.9,,11,10,1992,105,English,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Robert De Niro,0,Raging Bull (1980),379,Jessica Lange,1,Tootsie (1982),388,Cliff Gorman,0,Ghost Dog: The Way of the Samurai (1999),27889,8,Irwin Winkler,0,1,none,0,David Brenner,Penta Films,2,United States of America,1
Night and the City,tt0042788,http://www.imdb.com/title/tt0042788/,8,,1,4,1950,101,English,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Richard Widmark,0,The Alamo (1960),5894,Gene Tierney,1,Leave Her to Heaven (1945),3980,Googie Withers,1,One of Our Aircraft Is Missing (1942),29178,10,Jules Dassin,0,1,Samuel G. Engel,1,none,Twentieth Century Fox Film Corporation,1,United Kingdom,1
Night at the Museum,tt0477347,http://www.imdb.com/title/tt0477347/,6.3,110000000,20,10,2006,108,English,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ben Stiller,0,Zoolander (2001),1268,Jake Cherry,0,Night at the Museum: Battle of the Smithsonian (2009),10574,Carla Gugino,1,Watchmen (2009),229,21,Shawn Levy,0,1,Michael Barnathan,3,Don Zimmerman,Ingenious Film Partners,4,United States of America,2
Night at the Museum: Battle of the Smithsonian,tt1078912,http://www.imdb.com/title/tt1078912/,5.9,150000000,20,5,2009,105,English,1,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ben Stiller,0,Zoolander (2001),1268,Amy Adams,1,Arrival (II) (2016),100,Owen Wilson,0,The Royal Tenenbaums (2001),1314,42,Shawn Levy,0,1,Shawn Levy,3,none,Twentieth Century Fox Film Corporation,6,United States of America,2
Night Moves,tt0073453,http://www.imdb.com/title/tt0073453/,7.2,,11,6,1975,100,English,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Gene Hackman,0,The French Connection (1971),1854,Jennifer Warren,1,Night Moves (1975),20608,Susan Clark,1,Hair (1979),438255,15,Arthur Penn,0,1,Robert M. Sherman,1,Dede Allen,Warner Bros.,3,United States of America,1
Night of the Big Heat,tt0062037,http://www.imdb.com/title/tt0062037/,5.5,,1,5,1967,94,English,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,Christopher Lee,0,Star Wars: Episode II - Attack of the Clones (2002),1720,Patrick Allen,0,Dial M for Murder (1954),19931,Peter Cushing,0,Star Wars: Episode IV - A New Hope (1977),4459,13,Terence Fisher,0,1,Tom Blakeley,1,Rod Nelson-Keys,Planet Film Productions,1,United Kingdom,1
Night of the Blood Beast,tt0051993,http://www.imdb.com/title/tt0051993/,2.9,,1,8,1958,62,English,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,John Baer,0,Terry and the Pirates (1952),66076,Angela Greene,1,Night of the Blood Beast (1958),25285,Ed Nelson,0,"b""Jackie Chans Who Am I? (1998)""",14668,7,Bernard L. Kowalski,0,1,Gene Corman,1,Jodie Copelan,American International Pictures (AIP),2,United States of America,1
Night of the Comet,tt0087799,http://www.imdb.com/title/tt0087799/,6.4,3000000,16,11,1984,95,English,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Catherine Mary Stewart,1,The Last Starfighter (1984),2680,Robert Beltran,0,Star Trek: Voyager (1995),6533,Kelli Maroney,1,Night of the Comet (1984),5032,17,Thom Eberhardt,0,1,Wayne Crawford,2,Fred Stafford,Thomas Coleman and Michael Rosenblatt Productions,3,United States of America,1
Night of the Creeps,tt0091630,http://www.imdb.com/title/tt0091630/,6.8,,21,8,1986,88,English,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Jason Lively,0,"b""National Lampoons European Vacation (1985)""",11107,Steve Marshall,0,Panorama (1953),4399824,Jill Whitlow,1,"b""Porkys (1981)""",13827,23,Fred Dekker,0,1,Charles Gordon,1,Michael N. Knue,TriStar Pictures,2,United States of America,1
Night of the Lepus,tt0069005,http://www.imdb.com/title/tt0069005/,3.9,,4,10,1972,88,English,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,Stuart Whitman,0,The Comancheros (1961),9048,Janet Leigh,1,Psycho (1960),1826,Rory Calhoun,0,Motel Hell (1980),9974,8,William F. Claxton,0,1,A.C. Lyles,1,John McSweeney Jr.,Metro-Goldwyn-Mayer (MGM),2,United States of America,1
Night of the Living Dead,tt0063350,http://www.imdb.com/title/tt0063350/,8,114000,1,10,1968,96,English,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Duane Jones,0,Ganja & Hess (1973),9768,Judith ODea,1,October Moon 2: November Son (2008),10332,Karl Hardman,0,Santa Claws (1996),34968,13,George A. Romero,0,1,Russell Streiner,2,George A. Romero,Laurel Group,4,United States of America,1
Night of the Living Dead,tt0100258,http://www.imdb.com/title/tt0100258/,6.9,4200000,18,10,1990,88,English,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Patricia Tallman,1,Night of the Living Dead (1990),8310,Tony Todd,0,Confidence (2003),246702,Tom Towles,0,Henry: Portrait of a Serial Killer (1986),11049,21,Tom Savini,0,1,John A. Russo,2,Tom Dubensky,Columbia Pictures Corporation,2,United States of America,1
Night on Earth,tt0102536,http://www.imdb.com/title/tt0102536/,7.8,3500000,3,10,1991,129,English,5,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winona Ryder,1,Little Women (1994),374,Gena Rowlands,1,The Notebook (2004),4361,Lisanne Falk,1,Heathers (1988),9566,30,Jim Jarmusch,0,1,Jim Jarmusch,1,Jay Rabinowitz,Channel Four Films,7,Germany,5
Night Train,tt1020055,http://www.imdb.com/title/tt1020055/,5.8,,15,4,2009,87,English,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Danny Glover,0,Lethal Weapon (1987),2503,Steve Zahn,0,Sahara (2005),1811,Leelee Sobieski,1,88 Minutes (2007),1503,9,Brian King,0,1,Arnold Rifkin,7,Patrick Wilfert,A-Mark Entertainment,3,Germany,3
Nightwatch,tt0119791,http://www.imdb.com/title/tt0119791/,6.2,,31,1,1997,102,English,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Ewan McGregor,0,Moulin Rouge! (2001),739,Patricia Arquette,1,Boyhood (I) (2014),1337,Nick Nolte,0,Warrior (2011),2706,10,Ole Bornedal,0,1,Michael Obel,1,Sally Menke,Michael Obel Productions,1,United States of America,1
Nil by Mouth,tt0119792,http://www.imdb.com/title/tt0119792/,7.4,9000000,8,5,1997,128,English,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ray Winstone,0,Beowulf (2007),3521,Kathy Burke,1,Tinker Tailor Soldier Spy (2011),10637,Charlie Creed-Miles,0,The Fifth Element (1997),7777,11,Gary Oldman,0,1,Luc Besson,4,Bradley Fuller,SE8 Group,1,United Kingdom,1
Nims Island,tt0410377,http://www.imdb.com/title/tt0410377/,6,37000000,3,4,2008,96,English,1,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Abigail Breslin,1,Little Miss Sunshine (2006),549,Jodie Foster,1,The Silence of the Lambs (1991),383,Gerard Butler,0,300 (2006),371,23,Jennifer Flackett,1,2,Paula Mazur,1,Stuart Levy,Walden Media,1,United States of America,1
Nine,tt0875034,http://www.imdb.com/title/tt0875034/,5.9,80000000,3,12,2009,112,English,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,Judi Dench,1,Skyfall (2012),1384,Daniel Day-Lewis,0,There Will Be Blood (2007),450,Marion Cotillard,1,La Vie en Rose (2007),812,14,Rob Marshall,0,1,Marc Platt,1,none,The Weinstein Company,2,Italy,2
Nine Months,tt0113986,http://www.imdb.com/title/tt0113986/,5.4,,12,7,1995,103,English,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Hugh Grant,0,About a Boy (2002),1884,Julianne Moore,1,The Hours (2002),787,Tom Arnold,0,True Lies (1994),6535,23,Chris Columbus,0,1,Chris Columbus,4,Raja Gosnell,Twentieth Century Fox Film Corporation,2,United States of America,1
Nine to Five,tt0080319,http://www.imdb.com/title/tt0080319/,6.6,,18,12,1980,110,Français,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jane Fonda,1,Klute (1971),200,Lily Tomlin,1,Nashville (1975),2070,Dolly Parton,1,The Porter Wagoner Show (1961),3191,22,Colin Higgins,0,1,none,0,none,Twentieth Century Fox Film Corporation,2,United States of America,1
Nineteen Eighty-Four,tt0087803,http://www.imdb.com/title/tt0087803/,7.2,,10,10,1984,113,English,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,John Hurt,0,1984 (1984),1936,Richard Burton,0,The Wire (2002),184964,Suzanna Hamilton,1,1984 (1984),8713,12,Michael Radford,0,1,John Davis,4,Tom Priestley,Umbrella-Rosenblum Film Production,4,United Kingdom,1
Ninja Assassin,tt1186367,http://www.imdb.com/title/tt1186367/,6.4,40000000,29,9,2009,99,English,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Rain,0,"b""Im a Cyborg, But Thats OK (2006)""",10558,Naomie Harris,1,Moonlight (I) (2016),2053,Sung Kang,0,Fast & Furious 6 (2013),1929,38,James McTeigue,0,1,Grant Hill,4,Gian Ganziano,Studio Babelsberg,9,Germany,2
Ninja: Shadow of a Tear,tt2458106,http://www.imdb.com/title/tt2458106/,6.2,,27,12,2013,95,English,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Scott Adkins,0,Doctor Strange (2016),1709,Vithaya Pansringarm,0,Only God Forgives (2013),24836,Kane Kosugi,0,"b""Tekken: Kazuyas Revenge (2014)""",32236,9,Isaac Florentine,0,1,Boaz Davidson,3,Irit Raz,Millennium Films,2,Thailand,2
Ninotchka,tt0031725,http://www.imdb.com/title/tt0031725/,8,1365000,6,10,1939,110,English,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Greta Garbo,1,Anna Christie (I) (1930),7221,Melvyn Douglas,0,Hud (1963),11074,Ina Claire,1,Fiddler on the Roof (1971),1536153,54,Ernst Lubitsch,0,1,Ernst Lubitsch,2,Gene Ruggiero,Metro-Goldwyn-Mayer (MGM),1,United States of America,1
Nixon,tt0113987,http://www.imdb.com/title/tt0113987/,7.1,44000000,22,12,1995,192,English,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Anthony Hopkins,0,The Silence of the Lambs (1991),671,Joan Allen,1,Room (I) (2015),3900,Powers Boothe,0,The Avengers (2012),3801,34,Oliver Stone,0,1,Dan Halsted,2,Brian Berdan,Hollywood Pictures,2,United States of America,1
No Country for Old Men,tt0477348,http://www.imdb.com/title/tt0477348/,8.2,25000000,8,11,2007,122,English,2,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Tommy Lee Jones,0,The Fugitive (1993),1613,Javier Bardem,0,No Country for Old Men (2007),673,Josh Brolin,0,No Country for Old Men (2007),115,17,Joel Coen,0,2,Scott Rudin,4,Ethan Coen,Miramax Films,4,United States of America,1
No Escape,tt0110678,http://www.imdb.com/title/tt0110678/,6,20000000,29,4,1994,118,English,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Ray Liotta,0,Goodfellas (1990),592,Lance Henriksen,0,Hard Target (1993),2014,Stuart Wilson,0,Hot Fuzz (2007),8245,14,Martin Campbell,0,1,Gale Anne Hurd,1,Terry Rawlings,Columbia Pictures Corporation,4,United States of America,1
No One Killed Jessica,tt1734110,http://www.imdb.com/title/tt1734110/,7.2,,7,1,2011,136,हिन्दी,2,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Rani Mukerji,0,Black (2005),7969,Vidya Balan,1,Keep at It Munna Bhai (2006),19327,Myra Karn,1,none,9059598,5,Raj Kumar Gupta,0,1,none,0,none,none,0,India,1
No Reservations,tt0481141,http://www.imdb.com/title/tt0481141/,6.3,28000000,25,7,2007,104,English,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Catherine Zeta-Jones,1,Chicago (2002),684,Aaron Eckhart,0,The Dark Knight (2008),2645,Abigail Breslin,1,Little Miss Sunshine (2006),549,17,Scott Hicks,0,1,Kerry Heysen,2,Pip Karmel,Village Roadshow Pictures,5,Australia,2
No se lo digas a nadie,tt0166287,http://www.imdb.com/title/tt0166287/,7.1,,16,7,1998,120,Español,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Santiago Magill,0,"b""Dont Tell Anyone (1998)""",272527,Christian Meier,0,Sphinx - Geheimnisse der Geschichte (1994),5860733,Lucía Jiménez,1,none,8619408,7,Francisco J. Lombardi,0,1,none,0,none,none,0,Peru,2
No Strings Attached,tt1411238,http://www.imdb.com/title/tt1411238/,6.2,25000000,21,1,2011,107,English,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Natalie Portman,1,Black Swan (2010),264,Ashton Kutcher,0,"b""That 70s Show (1998)""",1199,Kevin Kline,0,Wild Wild West (1999),2432,31,Ivan Reitman,0,1,Ivan Reitman,3,Dana E. Glauberman,Katalyst Films,3,United States of America,1
Nobodys Fool,tt0110684,http://www.imdb.com/title/tt0110684/,7.4,,23,12,1994,110,Český,3,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Paul Newman,0,The Hustler (1961),299,Bruce Willis,0,Die Hard (1988),254,Melanie Griffith,1,Working Girl (1988),1966,33,Robert Benton,0,1,Scott Rudin,2,John Bloom,Paramount Pictures,3,United States of America,1
Non si sevizia un paperino,tt0069019,http://www.imdb.com/title/tt0069019/,7.2,,29,9,1972,102,Italiano,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,Florinda Bolkan,1,Cari genitori (1973),20840,Barbara Bouchet,1,Gangs of New York (2002),6122,Tomás Milián,0,none,9433506,16,Lucio Fulci,0,1,none,0,Ornella Micheli,Medusa Produzione,1,Italy,1
Non-Stop,tt2024469,http://www.imdb.com/title/tt2024469/,7.1,50000000,26,1,2014,106,English,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Liam Neeson,0,Kinsey (2004),513,Julianne Moore,1,The Hours (2002),787,Scoot McNairy,0,Argo (2012),3874,28,Jaume Collet-Serra,0,1,Joel Silver,3,Jim May,StudioCanal,7,France,3
Norbit,tt0477051,http://www.imdb.com/title/tt0477051/,3.9,60000000,8,2,2007,101,English,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Eddie Murphy,0,The Nutty Professor (1996),934,Thandie Newton,1,Crash (I) (2004),256,Terry Crews,0,Cloudy with a Chance of Meatballs 2 (2013),1658,15,Brian Robbins,0,1,Eddie Murphy,2,Ned Bastille,DreamWorks SKG,3,United States of America,1
Normal,tt0338290,http://www.imdb.com/title/tt0338290/,7.2,,21,1,2003,110,English,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Tom Wilkinson,0,Michael Clayton (2007),4548,Jessica Lange,1,Tootsie (1982),388,Hayden Panettiere,1,Heroes (II) (2006),1044,18,Jane Anderson,1,1,none,0,Lisa Fruchtman,Avenue Pictures Productions,3,United States of America,1
North,tt0110687,http://www.imdb.com/title/tt0110687/,4.4,40000000,22,7,1994,87,English,1,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Elijah Wood,0,The Lord of the Rings: The Return of the King (2003),1015,Jason Alexander,0,Seinfeld (1989),3559,Julia Louis-Dreyfus,1,Seinfeld (1989),2483,56,Rob Reiner,0,1,Rob Reiner,2,Robert Leighton,Columbia Pictures,3,United States of America,1
North by Northwest,tt0053125,http://www.imdb.com/title/tt0053125/,8.5,4000000,8,7,1959,136,English,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Cary Grant,0,Charade (1963),2047,Eva Marie Saint,1,On the Waterfront (1954),6383,James Mason,0,Lolita (1962),4396,90,Alfred Hitchcock,0,1,Alfred Hitchcock,2,George Tomasini,Metro-Goldwyn-Mayer (MGM),1,United States of America,1
North Dallas Forty,tt0079640,http://www.imdb.com/title/tt0079640/,7,,3,8,1979,119,English,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Nick Nolte,0,Warrior (2011),2706,Mac Davis,0,Next (2007),19785,Charles Durning,0,Dog Day Afternoon (1975),7175,9,Ted Kotcheff,0,1,Frank Yablans,1,Jay Kamen,Paramount Pictures,3,United States of America,1
